Agency,Organization,Account Type,Character Code,Object,2015,2016,2017,2018
45 -  TRAFFIC ENGINEERING,45505 - TE SIGNALS MAINTENANCE,Expense,58 - INTER DEPART BILLING,58151 - ID BILLING TO PARKS,-15053.48,0.00,0.00,0.00
31 -  POLICE,31165 - TRAINING SERVICES GENERAL,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-14620.58,-4260.11,-2208.31,-3868.72
17 -  INFORMATION TECHNOLOGY,17200 - IT TECHNICAL SERVICES,Expense,58 - INTER DEPART BILLING,58181 - ID BILLING TO GOLF COURSES,-14520.00,-15756.00,-19392.00,-20160.00
40 -  ENGINEERING,40470 - ENG FAC MAINT ADMIN,Expense,58 - INTER DEPART BILLING,58151 - ID BILLING TO PARKS,-14111.00,-14111.00,-14111.00,-14111.00
30 -  FIRE,30260 - FIRE COMMUNITY EDUCATION,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-13199.50,-19725.00,-21345.00,-3650.00
40 -  ENGINEERING,40470 - ENG FAC MAINT ADMIN,Expense,58 - INTER DEPART BILLING,58132 - ID BILLING TO PUBLIC HEALTH M,-13130.00,-13130.00,-13130.00,-13130.00
40 -  ENGINEERING,40113 - ENG ADMIN FLEET MAINTENANCE,Expense,58 - INTER DEPART BILLING,58184 - ID BILLING TO STORMWATER,-12370.17,-5485.30,-5206.41,0.00
45 -  TRAFFIC ENGINEERING,45505 - TE SIGNALS MAINTENANCE,Expense,58 - INTER DEPART BILLING,58144 - ID BILLING TO STREETS,-11662.70,0.00,0.00,0.00
50 -  LIBRARY,50100757 - LIB PUBLIC SERVICE PINNEY,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-11651.85,-200.00,-2540.00,-190.00
14 -  COMMON COUNCIL,14100 - COMMON COUNCIL,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-11555.65,-19410.54,-19719.77,-15523.99
31 -  POLICE,31165 - TRAINING SERVICES GENERAL,Revenue,49 - TRANSFER IN,49123 - TRANSFER IN FROM GRANTS,-11158.05,0.00,0.00,0.00
40 -  ENGINEERING,40470 - ENG FAC MAINT ADMIN,Expense,58 - INTER DEPART BILLING,58142 - ID BILLING TO LANDFILL,-11148.00,-11148.00,-11148.00,-11148.00
45 -  TRAFFIC ENGINEERING,45400 - TE COMM,Expense,58 - INTER DEPART BILLING,58140 - ID BILLING TO ENGINEERING,-10850.86,-9809.99,-8734.21,-6306.86
51 -  PARKS,51170 - PARK COM REC GOODMAN POOL,Revenue,43 - CHARGES FOR SERVICES,43522 - FACILITY RENTAL,-10528.06,-14898.06,-12130.36,-11432.53
65 -  PLANNING,65112 - PL MADISON ARTS PROGRAM,Revenue,42 - INTERGOV REVENUES,42210 - STATE REVENUES OPERATING,-10510.00,-10510.00,0.00,0.00
60 -  BUILDING INSPECTION,60100 - BI INSPECTION,Revenue,44 - LICENSES AND PERMITS,44290 - OTHER PERMITS,-10357.00,-11385.00,-11781.00,-7912.00
50 -  LIBRARY,50200 - LIB COMM ENGAGE,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-10014.00,-10659.75,-10901.33,0.00
50 -  LIBRARY,50223755 - LIB COMM ENGAGE ADULT MEA,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-10000.00,-4233.30,-5000.00,0.00
40 -  ENGINEERING,40470 - ENG FAC MAINT ADMIN,Expense,58 - INTER DEPART BILLING,58140 - ID BILLING TO ENGINEERING,-9837.00,-9837.00,-13080.00,-13080.00
30 -  FIRE,30240 - FIRE GENERAL PREVENTION,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-9719.22,1636.08,-5725.82,-3182.47
51 -  PARKS,51110 - PARK COM REC ADMIN,Revenue,43 - CHARGES FOR SERVICES,43522 - FACILITY RENTAL,-9324.00,-38573.00,-161312.23,-156827.43
51 -  PARKS,51243 - PARK MTC CENTRAL PARKS,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-9121.00,0.00,-450.00,0.00
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58182 - ID BILLING TO PARKING,-8821.01,-38906.22,-36828.17,-9098.84
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Revenue,42 - INTERGOV REVENUES,42310 - LOCAL REVENUES OPERATING,-8679.32,-4110.36,-13359.93,-4572.63
51 -  PARKS,51242 - PARK MTC WEST PARKS,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-8675.42,-8871.98,0.00,0.00
30 -  FIRE,30110723 - FIRE GEN FIELD OP EMS TRAINING,Revenue,42 - INTERGOV REVENUES,42216 - PAYMENT FOR MUNICIPAL SERVICE,-8450.00,-13500.00,-13575.00,-14300.00
17 -  INFORMATION TECHNOLOGY,17200 - IT TECHNICAL SERVICES,Revenue,42 - INTERGOV REVENUES,42410 - OTHER UNIT OF GOV REVENUES OP,-8233.75,-9773.75,-18120.48,-2625.00
51 -  PARKS,51170 - PARK COM REC GOODMAN POOL,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-7958.30,-4321.48,-4330.02,-2560.00
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Revenue,43 - CHARGES FOR SERVICES,43430 - TRAFFIC PRIVATE ENTITY,-7911.98,-39482.77,-30789.22,-20190.75
45 -  TRAFFIC ENGINEERING,45500 - TE SIGNALS,Revenue,42 - INTERGOV REVENUES,42410 - OTHER UNIT OF GOV REVENUES OP,-7799.90,-65671.27,0.00,0.00
17 -  INFORMATION TECHNOLOGY,17200 - IT TECHNICAL SERVICES,Revenue,43 - CHARGES FOR SERVICES,43190 - MISCELLANEOUS CHRGS FOR SERVIC,-7735.00,-20795.00,-25786.25,-25427.50
50 -  LIBRARY,50100 - LIB PUBLIC SERVICE,Revenue,43 - CHARGES FOR SERVICES,43420 - APPLIANCE COLLECTION,-7474.61,-11878.00,-325.00,0.00
50 -  LIBRARY,50100759 - LIB PUBLIC SERVICE SMB,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-7202.25,-240.00,-1165.00,-130.00
30 -  FIRE,30251 - FIRE INSPECTION TANK PROGRAM,Revenue,44 - LICENSES AND PERMITS,44245 - FIRE PERMITS,-7105.00,-6950.00,-8100.00,-9790.00
40 -  ENGINEERING,40470 - ENG FAC MAINT ADMIN,Expense,58 - INTER DEPART BILLING,58115 - ID BILLING TO FINANCE,-7072.00,-7072.00,0.00,0.00
51 -  PARKS,51247 - PARK MTC PARK RANGERS,Revenue,43 - CHARGES FOR SERVICES,43510 - PARKS USE CHARGES,-6888.52,-263.10,0.00,0.00
51 -  PARKS,51160 - PARK COM REC REC SERVICES,Revenue,43 - CHARGES FOR SERVICES,43525 - ADMISSIONS,-6870.90,-14510.04,-6165.96,-8706.54
44 -  STREETS,44330 - ST SNOW PLOW AND SPREAD,Expense,58 - INTER DEPART BILLING,58151 - ID BILLING TO PARKS,-6660.00,0.00,0.00,0.00
31 -  POLICE,31200 - POLICE SUPPORT,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-6567.78,-19556.66,-13018.69,-32856.60
31 -  POLICE,31102 - FIELD GENERAL OVERALL,Revenue,42 - INTERGOV REVENUES,42210 - STATE REVENUES OPERATING,-6427.81,3100.00,0.00,0.00
30 -  FIRE,30250 - FIRE INSPECTION GENERAL,Revenue,43 - CHARGES FOR SERVICES,43415 - INSPECT AND REINSPECT FEES,-6075.00,-10950.00,-19275.00,-8525.00
50 -  LIBRARY,50300758 - LIB COL RES & ACCESS SEQUOYA,Revenue,43 - CHARGES FOR SERVICES,43565 - LIBRARY COLLECTION FEES,-5903.75,-4782.49,-3082.04,-2038.12
31 -  POLICE,31130 - NORTH,Expense,52 - BENEFITS,52711 - TUITION,-5547.70,0.00,0.00,0.00
40 -  ENGINEERING,40121 - ENG STREETS GENERAL,Expense,54 - PURCHASED SERVICES,54410 - STREET IMPROV REPAIR MAINT,-5498.23,527.19,-116.44,0.00
45 -  TRAFFIC ENGINEERING,45400 - TE COMM,Expense,58 - INTER DEPART BILLING,58184 - ID BILLING TO STORMWATER,-5388.10,-6755.52,-820.84,-6046.83
44 -  STREETS,44101 - ST SOLID WASTE ADMIN,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-5277.63,-26890.56,-1162.49,-892.09
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58151 - ID BILLING TO PARKS,-5246.22,-2596.92,-7853.70,-2606.22
51 -  PARKS,51240 - PARK MTC PARKS MAINTENANCE,Revenue,49 - TRANSFER IN,49221 - TRANSFER IN FROM INSURANCE,-5241.96,0.00,0.00,0.00
51 -  PARKS,51110 - PARK COM REC ADMIN,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-5193.82,-4503.82,-97794.35,-55575.15
63 -  ECONOMIC DEVELOPMENT,63110 - EDD ECON REVITALIZATION LOANS,Expense,51 - SALARIES,51110 - PERMANENT WAGES,-5185.07,-3078.36,0.00,0.00
45 -  TRAFFIC ENGINEERING,45205 - TE STLIGHT MAINTENANCE,Revenue,49 - TRANSFER IN,49221 - TRANSFER IN FROM INSURANCE,-4654.17,0.00,-20930.86,-20329.54
50 -  LIBRARY,50300751 - LIB COL RES & ACCESS CENTRAL,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-4532.83,-3549.89,-7946.90,-19401.03
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58141 - ID BILLING TO FLEET SERVICES,-4469.34,-2092.64,-2540.21,-7644.76
40 -  ENGINEERING,40471 - ENG FAC MAINT BUILDING MAINT,Revenue,49 - TRANSFER IN,49221 - TRANSFER IN FROM INSURANCE,-4405.08,-11994.67,-2192.01,0.00
40 -  ENGINEERING,40126 - ENG STREETS FENCE MAINTENANCE,Revenue,49 - TRANSFER IN,49221 - TRANSFER IN FROM INSURANCE,-4367.46,0.00,0.00,0.00
50 -  LIBRARY,50100753 - LIB PUBLIC SERVICE ASHMAN,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-4353.70,-170.00,-6170.00,-445.00
45 -  TRAFFIC ENGINEERING,45500 - TE SIGNALS,Expense,58 - INTER DEPART BILLING,58130 - ID BILLING TO FIRE,-4306.05,0.00,0.00,0.00
50 -  LIBRARY,50300757 - LIB COL RES & ACCESS PINNEY,Revenue,43 - CHARGES FOR SERVICES,43565 - LIBRARY COLLECTION FEES,-4155.04,-2772.53,-2885.80,-2400.00
44 -  STREETS,44330 - ST SNOW PLOW AND SPREAD,Revenue,49 - TRANSFER IN,49221 - TRANSFER IN FROM INSURANCE,-4141.43,0.00,0.00,-23193.92
50 -  LIBRARY,50300754 - LIB COL RES & ACCESS LAKEVIEW,Revenue,43 - CHARGES FOR SERVICES,43565 - LIBRARY COLLECTION FEES,-4063.56,-3347.19,-3252.50,-3633.81
50 -  LIBRARY,50300753 - LIB COL RES & ACCESS ASHMAN,Revenue,43 - CHARGES FOR SERVICES,43565 - LIBRARY COLLECTION FEES,-3933.63,-2604.49,-2416.12,-2130.11
50 -  LIBRARY,50300751 - LIB COL RES & ACCESS CENTRAL,Revenue,43 - CHARGES FOR SERVICES,43565 - LIBRARY COLLECTION FEES,-3861.87,-3038.03,-2336.42,-2003.30
40 -  ENGINEERING,40126 - ENG STREETS FENCE MAINTENANCE,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-3794.43,-1566.00,-1000.00,-3631.31
30 -  FIRE,30240 - FIRE GENERAL PREVENTION,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-3628.17,-2271.75,-1444.62,-134.58
45 -  TRAFFIC ENGINEERING,45505 - TE SIGNALS MAINTENANCE,Expense,58 - INTER DEPART BILLING,58186 - ID BILLING TO WATER,-3604.55,-1782.16,0.00,0.00
51 -  PARKS,51210 - PARK MTC FOREST ADMIN,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-3590.80,-1363.57,-3802.63,-3338.03
40 -  ENGINEERING,40470 - ENG FAC MAINT ADMIN,Expense,58 - INTER DEPART BILLING,58150 - ID BILLING TO LIBRARY,-3537.00,-3537.00,-3537.00,-3537.00
62 -  COMMUNITY DEVELOPMENT,62472 - SENIOR CENTER FOUNDATION,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-3464.01,0.00,-21626.65,0.00
63 -  ECONOMIC DEVELOPMENT,63330 - EDD RE ACQUISITIONS DISPOSALS,Expense,53 - SUPPLIES,53120 - COPY PRINTING SUPPLIES,-3383.90,1709.83,4466.82,290.29
50 -  LIBRARY,50400 - LIB FACILITIES,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-3363.71,-1207.20,990.51,-12149.36
45 -  TRAFFIC ENGINEERING,45400 - TE COMM,Expense,58 - INTER DEPART BILLING,58150 - ID BILLING TO LIBRARY,-3188.58,0.00,0.00,-470.00
62 -  COMMUNITY DEVELOPMENT,62112 - HOUSING ASSISTANCE GF,Revenue,42 - INTERGOV REVENUES,42410 - OTHER UNIT OF GOV REVENUES OP,-3160.00,-1905.00,-22500.00,-45000.00
45 -  TRAFFIC ENGINEERING,45400 - TE COMM,Expense,58 - INTER DEPART BILLING,58160 - ID BILLING TO BUILDING INSPEC,-3022.82,0.00,0.00,-1698.70
50 -  LIBRARY,50300759 - LIB COL RES & ACCESS SMB,Revenue,43 - CHARGES FOR SERVICES,43565 - LIBRARY COLLECTION FEES,-2979.32,-2171.59,-1800.23,-1213.58
51 -  PARKS,51220 - PARK MTC FORESTRY GENERAL,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-2845.48,-3173.98,-9418.84,-1803.34
16 -  HUMAN RESOURCES,16100 - HR SERVICES,Revenue,43 - CHARGES FOR SERVICES,43190 - MISCELLANEOUS CHRGS FOR SERVIC,-2816.25,0.00,0.00,0.00
65 -  PLANNING,65110 - PL NEIGHBORHOOD PLANNING,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-2800.00,0.00,0.00,-531.78
30 -  FIRE,30110711 - FIRE GEN FIELD OP STATION 11,Expense,51 - SALARIES,51110 - PERMANENT WAGES,-2762.70,0.00,0.00,0.00
40 -  ENGINEERING,40471 - ENG FAC MAINT BUILDING MAINT,Revenue,43 - CHARGES FOR SERVICES,43445 - SALE OF RECYCLABLES,-2668.73,-1640.54,-3866.71,-3874.03
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58192 - ID BILLING TO CDA MANAGEMENT,-2667.67,-490.15,0.00,-139.78
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58144 - ID BILLING TO STREETS,-2616.01,-3062.08,-2544.87,-1033.75
50 -  LIBRARY,50100756 - LIB PUBLIC SERVICE MONROE,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-2555.33,-200.00,0.00,0.00
51 -  PARKS,51160 - PARK COM REC REC SERVICES,Revenue,43 - CHARGES FOR SERVICES,43531 - LESSONS,-2374.17,-5158.75,-3422.16,-2540.00
40 -  ENGINEERING,40138 - ENG SIDEWALKS PATH MAINT,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-2326.00,0.00,0.00,0.00
30 -  FIRE,30120 - FIRE MEDICAL PROGRAM GENERAL,Revenue,43 - CHARGES FOR SERVICES,43110 - REPRODUCTION SERVICES,-2315.41,-2319.30,-2064.85,-1433.95
50 -  LIBRARY,50300 - LIB COL RES & ACCESS,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-2242.77,0.00,0.00,0.00
50 -  LIBRARY,50100752 - LIB PUBLIC SERVICE HAWTHORNE,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-2186.20,-2000.00,-900.00,0.00
45 -  TRAFFIC ENGINEERING,45400 - TE COMM,Expense,58 - INTER DEPART BILLING,58141 - ID BILLING TO FLEET SERVICES,-2176.21,0.00,0.00,0.00
51 -  PARKS,51242 - PARK MTC WEST PARKS,Revenue,49 - TRANSFER IN,49221 - TRANSFER IN FROM INSURANCE,-2175.00,-1906.20,0.00,0.00
44 -  STREETS,44330 - ST SNOW PLOW AND SPREAD,Expense,58 - INTER DEPART BILLING,58186 - ID BILLING TO WATER,-2160.00,0.00,0.00,0.00
45 -  TRAFFIC ENGINEERING,45400 - TE COMM,Expense,58 - INTER DEPART BILLING,58182 - ID BILLING TO PARKING,-2105.69,-2103.35,-3882.93,-5875.76
50 -  LIBRARY,50100754 - LIB PUBLIC SERVICE LAKEVIEW,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-2080.35,-305.17,-3468.00,-136.00
50 -  LIBRARY,50300755 - LIB COL RES & ACCESS MEA,Revenue,43 - CHARGES FOR SERVICES,43565 - LIBRARY COLLECTION FEES,-2044.55,-1214.16,-1018.94,-727.93
51 -  PARKS,51160 - PARK COM REC REC SERVICES,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-2000.00,-2127.49,-87.23,-1084.00
45 -  TRAFFIC ENGINEERING,45105 - TE SIGNING MAINTENANCE,Revenue,49 - TRANSFER IN,49221 - TRANSFER IN FROM INSURANCE,-1974.11,0.00,0.00,0.00
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58130 - ID BILLING TO FIRE,-1970.36,-3684.30,-1534.96,-1948.70
45 -  TRAFFIC ENGINEERING,45200 - TE STLIGHT,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,-1960.97,53.80,1860.29,1327.52
45 -  TRAFFIC ENGINEERING,45300 - TE PAVE MARK,Revenue,43 - CHARGES FOR SERVICES,43430 - TRAFFIC PRIVATE ENTITY,-1946.02,-1157.24,0.00,0.00
50 -  LIBRARY,50300751 - LIB COL RES & ACCESS CENTRAL,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-1911.21,0.00,0.00,0.00
51 -  PARKS,51160 - PARK COM REC REC SERVICES,Revenue,43 - CHARGES FOR SERVICES,43522 - FACILITY RENTAL,-1833.97,-3437.72,-219.08,-478.73
44 -  STREETS,44116 - ST TRANSFER STATION OTHER,Revenue,49 - TRANSFER IN,49221 - TRANSFER IN FROM INSURANCE,-1803.56,0.00,0.00,0.00
44 -  STREETS,44110521 - ST REFUSE COLLECTION BADG,Expense,51 - SALARIES,51110 - PERMANENT WAGES,-1783.24,0.00,0.00,0.00
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,-1767.87,-77688.74,-70349.36,48905.39
51 -  PARKS,51190 - PARK COM REC WPCRC GENERAL,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-1716.50,-135.00,-817.98,-1040.00
16 -  HUMAN RESOURCES,16300 - HR ORGANIZATIONAL & HEALTH DEV,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-1677.75,-8789.50,-9265.25,-8690.00
50 -  LIBRARY,50300752 - LIB COL RES & ACCESS HAW,Revenue,43 - CHARGES FOR SERVICES,43565 - LIBRARY COLLECTION FEES,-1638.85,-2029.61,-1779.72,-1502.64
45 -  TRAFFIC ENGINEERING,45400 - TE COMM,Revenue,42 - INTERGOV REVENUES,42216 - PAYMENT FOR MUNICIPAL SERVICE,-1608.30,-27400.48,-24139.82,-23229.74
13 -  CLERK,13100 - CLERK,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-1500.00,-219.31,-2647.08,0.00
50 -  LIBRARY,50300756 - LIB COL RES & ACCESS MONROE,Revenue,43 - CHARGES FOR SERVICES,43565 - LIBRARY COLLECTION FEES,-1429.77,-113.73,0.00,0.00
44 -  STREETS,44330 - ST SNOW PLOW AND SPREAD,Expense,58 - INTER DEPART BILLING,58145 - ID BILLING TO TRAFFIC ENGINEE,-1425.00,0.00,0.00,0.00
51 -  PARKS,51230 - PARK MTC FACILITY MAINTENANCE,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-1390.52,-1108.00,-1359.98,-220.60
40 -  ENGINEERING,40113 - ENG ADMIN FLEET MAINTENANCE,Expense,58 - INTER DEPART BILLING,58142 - ID BILLING TO LANDFILL,-1318.72,-1126.21,-740.99,0.00
62 -  COMMUNITY DEVELOPMENT,62110 - AFFORDABLE HOUSING GENERAL GL,Revenue,43 - CHARGES FOR SERVICES,43711 - APPLICATION SERVICE FEES,-1300.00,-3400.00,-2390.00,-2700.00
51 -  PARKS,51220 - PARK MTC FORESTRY GENERAL,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-1280.00,0.00,-1304.50,0.00
44 -  STREETS,44101521 - ST SOLID WASTE ADMIN BADGER,Expense,51 - SALARIES,51110 - PERMANENT WAGES,-1262.35,0.00,0.00,0.00
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58186 - ID BILLING TO WATER,-1247.12,-1209.88,-305.82,-5890.37
50 -  LIBRARY,50100 - LIB PUBLIC SERVICE,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-1170.97,-21010.57,-12222.90,-14533.61
45 -  TRAFFIC ENGINEERING,45400 - TE COMM,Expense,58 - INTER DEPART BILLING,58132 - ID BILLING TO PUBLIC HEALTH M,-1081.01,-1505.42,-1466.77,-2063.97
44 -  STREETS,44330 - ST SNOW PLOW AND SPREAD,Expense,58 - INTER DEPART BILLING,58185 - ID BILLING TO TRANSIT,-1050.00,0.00,0.00,0.00
51 -  PARKS,51244 - PARK MTC MALL CONCOURSE,Revenue,43 - CHARGES FOR SERVICES,43854 - SERVICE CHARGES COMMISSIONS,-1004.30,-671.90,-394.12,-118.20
15 -  FINANCE,15400 - FIN ADMIN SUPPORT,Revenue,42 - INTERGOV REVENUES,42410 - OTHER UNIT OF GOV REVENUES OP,-1002.30,-157.28,-808.07,-242.39
60 -  BUILDING INSPECTION,60200 - BI HEALTH AND WLFARE,Revenue,43 - CHARGES FOR SERVICES,43460 - GRAFFITI REMOVAL,-1000.00,-2100.00,-900.00,-1000.00
51 -  PARKS,51180 - PARK COM REC OLBRICH GENERAL,Revenue,49 - TRANSFER IN,49221 - TRANSFER IN FROM INSURANCE,-986.00,0.00,-61453.48,-8341.55
21 -  TREASURER,21100 - TREASURER,Revenue,43 - CHARGES FOR SERVICES,43190 - MISCELLANEOUS CHRGS FOR SERVIC,-929.96,-10009.42,0.00,0.00
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58113 - ID BILLING TO CLERK,-929.64,-867.20,-1098.20,-970.97
51 -  PARKS,51242 - PARK MTC WEST PARKS,Expense,53 - SUPPLIES,53410 - MACHINERY AND EQUIPMENT,-901.25,1598.29,299.36,0.00
50 -  LIBRARY,50221751 - LIB COMM ENGAGE YOUTH CENTRAL,Revenue,43 - CHARGES FOR SERVICES,43562 - SOUTHCENTRAL LIBRARY SERVICES,-900.00,-900.00,-900.00,-900.00
44 -  STREETS,44221521 - ST LEAF COLLECTION BAD,Expense,51 - SALARIES,51110 - PERMANENT WAGES,-887.30,0.00,0.00,0.00
44 -  STREETS,44111520 - ST LARGE ITEMS SYC,Expense,51 - SALARIES,51110 - PERMANENT WAGES,-885.14,0.00,0.00,0.00
45 -  TRAFFIC ENGINEERING,45505 - TE SIGNALS MAINTENANCE,Expense,58 - INTER DEPART BILLING,58140 - ID BILLING TO ENGINEERING,-849.08,0.00,0.00,0.00
40 -  ENGINEERING,40143 - ENG ENV ENG QUARRIES,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-840.00,-1655.00,-1830.00,-1830.00
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58131 - ID BILLING TO POLICE,-812.59,-1033.38,-638.70,-100.04
62 -  COMMUNITY DEVELOPMENT,62471 - SENIOR CENTER,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-746.95,-150.00,-445.10,-92.65
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Revenue,42 - INTERGOV REVENUES,42410 - OTHER UNIT OF GOV REVENUES OP,-711.07,-943.86,0.00,0.00
51 -  PARKS,51180 - PARK COM REC OLBRICH GENERAL,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-701.75,-15162.09,-14191.08,-9086.79
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58184 - ID BILLING TO STORMWATER,-688.02,0.00,-51.72,-275.00
44 -  STREETS,44220521 - ST RECYCLING COLLECTION BAD,Expense,51 - SALARIES,51110 - PERMANENT WAGES,-632.24,0.00,0.00,0.00
44 -  STREETS,44110520 - ST REFUSE COLLECTION SYC,Expense,51 - SALARIES,51110 - PERMANENT WAGES,-627.61,0.00,0.00,0.00
51 -  PARKS,51241 - PARK MTC EAST PARKS,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-600.00,-600.00,0.00,0.00
50 -  LIBRARY,50221756 - LIB COMM ENGAGE YOUTH MONROE,Revenue,43 - CHARGES FOR SERVICES,43562 - SOUTHCENTRAL LIBRARY SERVICES,-550.00,-400.00,-400.00,-400.00
45 -  TRAFFIC ENGINEERING,45500 - TE SIGNALS,Expense,58 - INTER DEPART BILLING,58141 - ID BILLING TO FLEET SERVICES,-539.69,0.00,0.00,0.00
45 -  TRAFFIC ENGINEERING,45300 - TE PAVE MARK,Revenue,42 - INTERGOV REVENUES,42310 - LOCAL REVENUES OPERATING,-435.80,-9986.31,-3127.00,-1671.44
51 -  PARKS,51310 - PARK PLANNING DEVELOP ADMIN,Expense,54 - PURCHASED SERVICES,54120 - TELEPHONE,-401.32,0.00,0.00,32.80
50 -  LIBRARY,50221752 - LIB COMM ENGAGE YOUTH HAW,Revenue,43 - CHARGES FOR SERVICES,43562 - SOUTHCENTRAL LIBRARY SERVICES,-400.00,-400.00,-400.00,-400.00
50 -  LIBRARY,50221753 - LIB COMM ENGAGE YOUTH ASHMAN,Revenue,43 - CHARGES FOR SERVICES,43562 - SOUTHCENTRAL LIBRARY SERVICES,-400.00,-400.00,-400.00,-400.00
50 -  LIBRARY,50221754 - LIB COMM ENGAGE YOUTH LAKEVIEW,Revenue,43 - CHARGES FOR SERVICES,43562 - SOUTHCENTRAL LIBRARY SERVICES,-400.00,-400.00,-400.00,-400.00
50 -  LIBRARY,50221755 - LIB COMM ENGAGE YOUTH MEA,Revenue,43 - CHARGES FOR SERVICES,43562 - SOUTHCENTRAL LIBRARY SERVICES,-400.00,-400.00,-400.00,-400.00
50 -  LIBRARY,50221757 - LIB COMM ENGAGE YOUTH PINNEY,Revenue,43 - CHARGES FOR SERVICES,43562 - SOUTHCENTRAL LIBRARY SERVICES,-400.00,-400.00,-400.00,-400.00
